Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
Dazed and Confused,1993.0,Richard Linklater,Comedy,"Jason London,Joey Lauren Adams,Matthew McConaughey,Rory Cochrane,Milla Jovovich,Shawn Andrews,Adam Goldberg,Anthony Rapp,Sasha Jenson,Marissa Ribisi,Deena Martin,Michelle Burke,Cole Hauser,Christine Harnos,Wiley Wiggins,Mark Vandermeulen,Esteban Powell,Jeremy Fox,Ben Affleck,Jason O. Smith,Christin Hinojosa,Parker Posey,Catherine Morris,Nicky Katt,Parker Brooks,Zach Taylor,Jacob Jones,Rick Moser,Terry Mross,Kim Krizan,Zooey Greif,Julius Tennon,Priscilla Kinser,Erika Geminder,Heidi Van Horne,Katherine Asher,Kathleen Cunningham,Richard Dillard,John Swasey,Zeke Mills,Michael Gillespie,Tom Hoeck,Fred Lerner,David Blackwell,Autumn Barr,Doug Taylor,Bob Moser,Mona Lee Fultz,Chris M. Allport,Rose Barrett,Tara Battani,Adam Boster,Josh Caldwell,Nicole Emmons,Mike Enright,Chris Green,Karey Green,KaiCarra,Jessica Looney,David L. Marston,Anthony Pedone,Ted Perez,Damian Tamburro,Chris Western,James 'Kimo' Wills,Heath Young,Renée Zellweger",3.93,USA,275809,2011/06/20,https://a.ltrbxd.com/resized/sm/upload/7h/zn/l9/ps/2lHRRgoof25kJsLgocf3go2Ccp1-0-230-0-345-crop.jpg,102,4/8/2023
BEEF,2023.0,Hikari,"Comedy,Drama","Steven Yeun,Ali Wong,Joseph Lee,Young Mazino,David Choe,Patti Yasutake",4.25,USA,178132,2023/03/29,https://a.ltrbxd.com/resized/film-poster/9/9/6/9/2/5/996925-beef-0-230-0-345-crop.jpg,-,4/8/2023
Wild Strawberries,1957.0,Ingmar Bergman,Drama,"Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl,Folke Sundquist,Björn Bjelfvenstam,Naima Wifstrand,Gunnel Broström,Gertrud Fridh,Sif Ruud,Gunnar Sjöberg,Max von Sydow,Åke Fridell,Yngve Nordwall,Per Sjöstrand,Gio Petré,Gunnel Lindblom,Maud Hansson,Ann-Marie Wiman,Eva Norée,Lena Bergman,Monica Ehrling,Per Skogsberg,Göran Lundquist,Helge Wulff,Peder Hellman,Vendela Rudbäck,Ulf Johansson,Erik Nordgren,Josef Norman,Gunnar Olsson,Harry Asklund",4.33,Sweden,96827,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/7y/dg/6m/fs/je9lvVfSihc4L4yMNmw0rg6oks0-0-230-0-345-crop.jpg,91,4/10/2023
Falling Down,1993.0,Joel Schumacher,"Drama,Crime,Thriller","Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Tuesday Weld,Frederic Forrest,Lois Smith,Ebbe Roe Smith,Michael Paul Chan,Raymond J. Barry,D.W. Moffett,Steve Park,Kimberly Scott,James Keane,Macon McCalman,Richard Montoya,Bruce Beatty,Matthew Saks,Agustin Rodriguez,Eddie Frias,Pat Romano,Julian Scott Urena,Karina Arroyave,Irene Olga López,Benjamin Mouton,Dean Hallo,James Morrison,John Fleck,Brent Hinkley,Dedee Pfeiffer,Carole Androsky,Margaret Medina,Vondie Curtis-Hall,Mark Frank,Peter Radon,Spencer Rochfort,Carole Ita White,Russell Curry,John Fink,Jack Kehoe,Valentino D. Harrison,Jack Betts,Al Mancini,John Diehl,Amy Morton,Abbey Barthel,Susie Singer Carter,Wayne Duvall,Valisha Jean Malin,Joey Singer",3.67,USA,97819,2011/06/18,https://a.ltrbxd.com/resized/film-poster/2/7/3/2/2/27322-falling-down-0-230-0-345-crop.jpg,113,4/10/2023
Bowfinger,1999.0,Frank Oz,Comedy,"Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski,Jamie Kennedy,Barry Newman,Adam Alexi-Malle,Kohl Sudduth,Terence Stamp,Robert Downey Jr.,Alejandro Patiño,Alfred De Contreras,Ramiro Fabian,Johnny Sanchez,Claude Brooks,Kevin Scannell,John Prosky,Michael Dempsey,Walter Powell,Phill Lewis,Marisol Nichols,Nathan Anderson,Brogan Roche,John Cho,Lloyd Berman,Zaid Farid,Aaron Brumfield,Kevin Grevioux,Kimble Jemison,Alex Craig Mann,Laura Grady,Reamy Hall,Michelle Boehle,Kimberly Baum,Megan Denton,Janet Jaeger,Hope Wood,Addie Yungmee,Andrea Toste,Carl Kocis,Steve J. Termath,Alan Oliney",3.33,USA,28493,2011/06/20,https://a.ltrbxd.com/resized/film-poster/4/5/3/8/1/45381-bowfinger-0-230-0-345-crop.jpg,97,4/10/2023
The Place Beyond the Pines,2012.0,Derek Cianfrance,"Drama,Crime","Ryan Gosling,Eva Mendes,Bradley Cooper,Dane DeHaan,Emory Cohen,Rose Byrne,Mahershala Ali,Bruce Greenwood,Ben Mendelsohn,Harris Yulin,Ray Liotta,Robert Clohessy,Gabe Fazio,Olga Merediz,Craig Van Hook,Angelo Anthony Pizza,John Facci,Tula,Penny,Cynthia Pelletier-Sullivan,Mackenzie Trainor,Nicole Califano,Shannon Plumb,Tracey Augustin,Ean Egas,Bob Dieterich,Thomas Mattice,Adam Nowichi,Mark J. Caruso,G. Douglas Griset,Vanessa Thorpe,Gail Martino,Brian Smyj,Dorothy Rutherford,Paul Steele,Travis Jackson Campbell,Trevor Jackson Campbell,Jan Libertucci,Sabrina Dhammi,Heather Chestnut,Greta Seacat,Luca Pierucci,Jessica Layton,James J. Gleason,Patrick Husted,Joe McCarthy,Jefrey Pollock,Lynette Howell Taylor,Sarah Curcio,Ephraim Benton,Mark McCracken,Adriel Linyear,Kevin Green,Jennifer Sober,Melissa Mills,Alex Pulling,Dante Shafer,Kayla Smalls,Frank J. Falvo,Leah Bliven,Whitney Hudson,Breanna Dolen,Hugh T. Farley,Michael Cullen",3.78,USA,216302,2012/03/23,https://a.ltrbxd.com/resized/film-poster/8/0/2/0/0/80200-the-place-beyond-the-pines-0-230-0-345-crop.jpg,140,4/10/2023
Killers of the Flower Moon,2023.0,Martin Scorsese,"History,Crime,Drama","Leonardo DiCaprio,Lily Gladstone,Robert De Niro,Jesse Plemons,Tantoo Cardinal,Scott Shepherd,Jason Isbell,William Belleau,Cara Jade Myers,John Lithgow,Brendan Fraser,JaNae Collins,Jillian Dion,Louis Cancelmi,Tommy Schultz,Everett Waller,Tahlee Redcorn,Yancey Red Corn,Tatanka Means,Sturgill Simpson,Ty Mitchell,Gary Basaraba,Charlie Musselwhite,Pat Healy,Steve Witting,Steve Routman,Gene Jones,Michael Abbott Jr.,J. C. MacKenzie,Jack White,Larry Sellers,Barry Corbin,Gabriel Casdorph,Samuel French,Wally Welch,James Roman Dailey Jr.,Christopher Cote,Randy Houser,Moe Headrick,Pete Yorn,Margaret Shannon-Sisk,Moira Redcorn,Eric Parkinson,Chase Parker,Jarad Looper,John Gibbs,Jerry Logsdon,Jacob Lux,Xavier Toehay,Mike Cook,Katherine Willis,Delani Chambers,Zachary Hokeah,Talon Satepauhoodle,Jennifer Rader,Chance Rush,Dana Daylight,Mahada Sanders,Ben Hall,John Q. Wilson,Beau Smith,Victor McCay,Nathalie Standingcloud,Jay Paulson,Marvin E. Stepson Jr.,Tracey Ann Moore,Easton Wade Yellowfish,Reignen Yellowfish,Candice Costello,Father Chris Daigle,Justin France,Jerry Wolf,Addie Roanhorse,Erica Pretty Eagle Moore,Mason Cunningham,Norma Jean,Elisha Pratt,Desireee Storm Brave,Margaret Gray,Christopher Hill,Dolan Wilson,Jackie Wyatt,Rayna Gellert,Nokosee Fields,Kieran Kane,Lucas Ross,Elijah Cemp Ragsdale,Vanessa Rose Pham,Terry Allen,Jo Harvey Allen,Sarah Spurger,Joshua Close,Elden Henson,Kinsleigh McNac,Roanin Davis,David Fields,Anthony J. Harvey,Stephen Berkman,William Alyn Hill,Joseph Spinelli,Blaine Hall,Brent Langdon,Leland Prater,DJ Whited,Elizabeth Waller,Jessica Harjo,Joey Oglesby,Alexis Ann,Lee Eddy,Gary S. Pratt,Nathaniel Arcand,Kristin Keith,Bravery Nowlin,Edward Gray Sr.,Angela Pratt,Henry Amos Gray,Samuel Gray,Edward Gray Jr.,Mamie Cozad,Shonagh Smith,Joel Tallchief Lemon,Richard Lookout RulingHisSun,Brett Bower,Garrison Panzer,River Rhoades,Zack T. Morris,Harrison Shackelford,Alexis Waller,Mark Landon Smith,Tom Ashmore,Myron F. Red Eagle,Dolores Marie Goodeagle,Matt Tolentino,Johnny Baier,Gregory Fallis,Patrick Bubert,TJ Muller,Will Reardon-Anderson,Peter Reardon-Anderson,Kyle Dillingham,Jacob Johnson,Jeffrey Stevenson,Clint Rohr,D. Reride Smith,James Healy Jr.,Jeremy Goodvoice,Ron McMahan,Seth Buckminster,Penny Potts,Melissa Tiger,Karen Garlitz,Bronson Redeagle,Jenny Paige Lynn,David Born,Mary Buss,Ted Welch,Carl Palmer,Tanner Brantley,Jezy Gray,Steve Eastin,Joe Chrest,Brian Shoop,James Carroll,Lux Britni Malaske,Adam Washington,Larry Jack Dotson,Larry Fessenden,Welker White,Martin Scorsese,Marko Costanzo,Nicholas White,Rob Fisher,Vince Giordano,Paul Woodiel,Andy Stein,Sam Bardfeld,Joe Boga,Jon-Erik Kellso,Jim Fryer,Marc Phaneuf,Mark Lopeman,Chris Byars,Vinny Raniolo,Paul Wells,Peter Yarin,Scott George,Kenneth Bighorse Jr.,Vann Bighorse,Anna L. Bighorse,Mason Bighorse,Norris Bighorse,Scott Bighorse,Paul Bighorse,Taveah Ann George,Wahwastoas J. Jones,Dobbin Monoessy Knifechief,Julia Lookout,Jennifer Moses,Francis Pipestem Jr.,Michael Paul Pahsetopah,Silas Satepauhoodle,Cherylyn Oberly Satepauhoodle,Charisse Satepauhoodle,Lynette Satepauhoodle,John Shaw,Angela Toineeta Satepauhoodle,Alexandria Toineeta,Ed Yellowfish,Nick W. Nicholson,Danny Frost",4.2,USA,408437,2017/07/15,https://a.ltrbxd.com/resized/film-poster/3/9/8/0/0/9/398009-killers-of-the-flower-moon-0-230-0-345-crop.jpg,206,4/10/2023
Joker: Folie à Deux,2024.0,Todd Phillips,"Thriller,Crime,Drama","Joaquin Phoenix,Lady Gaga,Brendan Gleeson,Catherine Keener,Zazie Beetz,Jacob Lofland,Harry Lawtey,Gattlin Griffith,Georgie Carroll,Mike Houston,Troy Metcalf,G.L. McQueary,Sam Wren Vincent,Brian Donahue,Alfred Rubin Thompson,Jimmy Smagula,Anthony Gullotta,Dane Alexander Peplinski,Joseph Scarpino",,"Canada,USA",0,2021/10/26,https://a.ltrbxd.com/resized/film-poster/8/0/0/8/5/8/800858-joker-folie-a-deux-0-230-0-345-crop.jpg,-,4/10/2023
MaXXXine,,Ti West,"Thriller,Horror","Mia Goth,Halsey,Elizabeth Debicki,Giancarlo Esposito,Kevin Bacon,Lily Collins,Bobby Cannavale,Moses Sumney,Michelle Monaghan,Chloe Farnworth,Deborah Geffner,Jutt DaRe,Cecilia Yesuil Kim,Charley Rowan McCain,Daniel Lench,Uli Latukefu",,"Canada,USA",0,2022/09/13,https://a.ltrbxd.com/resized/film-poster/9/2/2/8/5/8/922858-maxxxine-0-230-0-345-crop.jpg,-,4/10/2023
Lady Macbeth,2016.0,William Oldroyd,Drama,"Florence Pugh,Cosmo Jarvis,Paul Hilton,Naomi Ackie,Christopher Fairbank,Golda Rosheuvel,Anton Palmer,Rebecca Manley,Fleur Houdijk,Cliff Burnett,David Kirkbride,Bill Fellows,Nicholas Lumley,Raymond Finn,Ian Conningham,Finn Burridge,Jack Robertson,Kema Sikazwe,Elliot Sinclair,Andrew Davis,Alan Billingham,Bailey Palmer",3.48,UK,44049,2016/08/05,https://a.ltrbxd.com/resized/sm/upload/yc/yq/8g/fg/xWTJbhTwSTJmhLlX5xAOxPhdnXc-0-230-0-345-crop.jpg,86,5/4/2023
Fighting with My Family,2019.0,Stephen Merchant,Comedy,"Florence Pugh,Lena Headey,Nick Frost,Vince Vaughn,Jack Lowden,Dwayne Johnson,Thea Trinidad,Aqueela Zoll,Stephen Merchant,Julia Davis,James Burrows,Hannah Rae,Kim Matula,Paul Wight,Stephen Farrelly,Mike Mizanin,Tori Ellen Ross,Thomas Whilley,Jerry Lawler,Olivia Bernstone,Leah Harvey,Mohammad Amiri,Christine Ozanne,Grace Link,Hannah Dodd,Jack Gouldbourne,Elroy Powell,Ellie Gonsalves,Brendon Burns,Ciaran Dowd,Josh Myers,Rod Zapata,John Cena,Zak Frary,Roy Bevis,Darrell Allen,Samantha Allen,Samantha Alleyne,James Mason,Bellevedere Ballantyne,Lee Balls,Nickolaus Barnes,Sonny Branson,Joseph Carolan,Toby Clements,Cassius Cupid,Alex Decunha,James 'JD Knight' Dunn,Joshua Faulkner,Jerome Fleisch,Bobbi Tyler,Rishi Ghosh,Scott Gibson,Gareth Harris,Alexander Holland,Nathan Cruz,Jonathan Jules,Martin Kelly,James Kiddie,Simon Kippen,Jon Kocel,Andrew Kybett,Chelsea Labadini,Rishpal Singh Landa,Matt Lanes,Folakemi Lawal,Robin Lekime,Harry Lynch-Bowers,Erin Marshall,Adam Maxted,Barry McGiven,Robert McLanachan,David Minton,Feizal Mowlabocus,Simon Musk,Matt Newton-Walters,James O'Hagan,Ian O'Keefe,Chuey Okoye,Constantinos Panayi,Paul Robinson,Jordan Rolfe,Ildar Safin,Janine Schnaars,Ashley Darkwood,Charlie Sterling,Justin Sysum,Aaron Sharp,Chloe Csengery,Chris Albright,Michael Coulthard,John Layfield,Paige,Julia Hamer-Bevis,Patrick Bevis",3.38,"UK,USA",95330,2017/03/08,https://a.ltrbxd.com/resized/film-poster/3/7/8/0/8/1/378081-fighting-with-my-family-0-230-0-345-crop.jpg,108,5/4/2023
Chungking Express,1994.0,Wong Kar-wai,"Comedy,Drama,Romance","Takeshi Kaneshiro,Brigitte Lin,Tony Leung Chiu-wai,Faye Wong,Valerie Chow,Piggy Chan Kam-Chuen,Kwan Lee-na,Wong Chi-Ming,Leung San,Zhiming Huang,Songshen Zuo,Liang Zhen,Rico Chu,Vickie Eng,Lynne Langdon,Thom Baker",4.3,Hong Kong,328180,2011/06/20,https://a.ltrbxd.com/resized/film-poster/4/5/6/0/2/45602-chungking-express-0-230-0-345-crop.jpg,103,5/8/2023
Dancer in the Dark,2000.0,Lars von Trier,"Drama,Crime","Björk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,Cara Seymour,Vladica Kostic,Jean-Marc Barr,Vincent Paterson,Siobhan Fallon Hogan,Zeljko Ivanek,Udo Kier,Jens Albinus,Reathel Bean,Mette Berggreen,Lars Michael Dinesen,Katrine Falkenberg,Michael Flessas,John Randolph Jones,Stellan Skarsgård,Paprika Steen,Noah Lazarus,John Martinus,Luke Reilly,Sean-Michael Smith,Al Agami,Anna Norberg,Troels Asmussen,Caroline Sascha Cogez",4.16,"Argentina,Denmark,Finland,France,Germany,Iceland,Italy,Netherlands,Norway,Sweden,UK,USA",100787,2011/06/15,https://a.ltrbxd.com/resized/sm/upload/pq/pq/ri/6q/snWzVgZGcau8LjZMqsYWevGgw6c-0-230-0-345-crop.jpg,141,5/8/2023
Dogville,2003.0,Lars von Trier,"Crime,Thriller,Drama","Nicole Kidman,Harriet Andersson,Lauren Bacall,Jean-Marc Barr,Paul Bettany,Blair Brown,James Caan,Patricia Clarkson,Jeremy Davies,Ben Gazzara,Philip Baker Hall,Thom Hoffman,Siobhan Fallon Hogan,Zeljko Ivanek,John Randolph Jones,Udo Kier,Cleo King,Miles Purinton,Bill Raymond,Chloë Sevigny,Shauna Shim,Stellan Skarsgård,Evelina Brinkemo,Anna Brobeck,Tilde Lindgren,Evelina Lundqvist,Helga Olofsson,John Hurt,Jan Coster,Ingvar Örner,Erich Silva",4.13,"Denmark,France,Germany,Netherlands,Norway,Sweden,UK",97893,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/rj/sn/o2/md/5U7mo8mMVNoVVF1I0YDLxvaGrXv-0-230-0-345-crop.jpg,178,5/8/2023
Antichrist,2009.0,Lars von Trier,"Thriller,Horror,Drama","Willem Dafoe,Charlotte Gainsbourg,Storm Acheche Sahlstrøm",3.41,"Denmark,France,Germany,Italy,Poland,Sweden",137593,2011/06/20,https://a.ltrbxd.com/resized/sm/upload/d7/y1/ub/ph/lY4Y9buUIZY17vpvL5dsBpbORo0-0-230-0-345-crop.jpg,108,5/8/2023
Melancholia,2011.0,Lars von Trier,"Drama,Science Fiction","Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,Charlotte Rampling,John Hurt,Alexander Skarsgård,Stellan Skarsgård,Brady Corbet,Udo Kier,Jesper Christensen,Cameron Spurr,Deborah Fronko,James Cagnard,Katrine A. Sahlstrøm,Charlotta Miller,Claire Miller,Gary Whitaker,Christian Geisnæs",3.84,"Denmark,France,Germany,Sweden",195424,2011/06/15,https://a.ltrbxd.com/resized/sm/upload/1y/p9/o1/xu/eCjATHunhgLl9ARKUFtmKguaWDJ-0-230-0-345-crop.jpg,135,5/8/2023
The Lobster,2015.0,Yorgos Lanthimos,"Drama,Comedy,Romance","Colin Farrell,Rachel Weisz,Olivia Colman,Angeliki Papoulia,John C. Reilly,Léa Seydoux,Michael Smiley,Ben Whishaw,Jessica Barden,Emma O'Shea,Ashley Jensen,Ariane Labed,Jacqueline Abrahams,Roger Ashton-Griffiths,Anthony Dougall,Sean Duggan,Imelda Nagle Ryan,Roland Ferrandi,James Finnegan,Rosanna Hoult,Kathy Kelly,Kevin McCormack,Robert Heaney,Ewen MacIntosh,Patrick Malone,Sandra Hayden Mason,Anthony Moriarty,Garry Mountaine,Judi King Murphy,Laoise Murphy,Nancy Onu,Chris Threader,Ishmael Moalosi,Matthew O'Brien,Jaro,Ryac,Cian Boylan,Clive Dev,Degnan Geraghty,Heidi Ellen Love,Dolores Marren,Mark McCormack,Stephen Ryan",3.81,"France,Greece,Ireland,Netherlands,UK",537738,2014/02/07,https://a.ltrbxd.com/resized/film-poster/1/7/8/1/2/3/178123-the-lobster-0-230-0-345-crop.jpg,118,5/8/2023
The House That Jack Built,2018.0,Lars von Trier,"Drama,Crime,Thriller,Horror","Matt Dillon,Bruno Ganz,Uma Thurman,Siobhan Fallon Hogan,Sofie Gråbøl,Riley Keough,Jeremy Davies,Jack McKenzie,Mathias Hjelm,Ed Speleers,Emil Tholstrup,Marijana Janković,Carina Skenhede,Rocco Day,Cohen Day,Robert Jezek,Osy Ikhile,Christian Arnold,Yoo Ji-tae,Johannes Bah Kuhnke,Jerker Fahlström,David Bailie,Robert G. Slade,Vasilije Mujka,Jesper Tønnes,Glenn Gould,Adolf Hitler,Idi Amin,Benito Mussolini",3.61,"Denmark,France,Germany,Sweden",194390,2016/05/19,https://a.ltrbxd.com/resized/film-poster/3/3/2/4/3/2/332432-the-house-that-jack-built-0-230-0-345-crop.jpg,151,5/8/2023
Nosferatu,,Robert Eggers,"Drama,Fantasy,Horror","Bill Skarsgård,Lily-Rose Depp,Nicholas Hoult,Aaron Taylor-Johnson,Emma Corrin,Willem Dafoe,Simon McBurney,Ralph Ineson,Paul Maynard,Stacy Thunes",,"Czechia,USA",0,2016/11/15,https://a.ltrbxd.com/resized/film-poster/3/5/9/5/0/5/359505-nosferatu-0-230-0-345-crop.jpg,-,5/8/2023
Trainspotting,1996.0,Danny Boyle,"Drama,Crime","Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,Robert Carlyle,Kelly Macdonald,Peter Mullan,James Cosmo,Eileen Nicholas,Susan Vidler,Pauline Lynch,Shirley Henderson,Stuart McQuarrie,Irvine Welsh,Dale Winton,Keith Allen,Kevin Allen,Annie Louise Ross,Billy Riddoch,Fiona Bell,Hugh Ross,Victor Eadie,Kate Donnelly,Finlay Welsh,Eddie Nestor",4.19,"UK,USA",529245,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/7/51497-trainspotting-0-230-0-345-crop.jpg,94,5/18/2023
Fast X,2023.0,Louis Leterrier,"Crime,Action,Thriller","Vin Diesel,Michelle Rodriguez,Tyrese Gibson,Ludacris,John Cena,Nathalie Emmanuel,Jordana Brewster,Sung Kang,Jason Momoa,Scott Eastwood,Daniela Melchior,Alan Ritchson,Helen Mirren,Brie Larson,Jason Statham,Charlize Theron,Rita Moreno,Joaquim de Almeida,Leo A. Perry,Luis Da Silva Jr.,Jaz Hutchins,Luka Hays,Alexander Capon,Pete Davidson,Shadrach Agozino,Ludmilla,Miraj Grbić,Meadow Walker Thornton-Allan,Michael Irby,Shahir Figueira,Ben-Hur Santos,Debby Ryan,Josh Dun,Dwayne Johnson,Gal Gadot,Paul Walker,Ali Baddou,Emily Buchan",2.52,USA,153976,2016/03/04,https://a.ltrbxd.com/resized/film-poster/3/2/0/4/8/1/320481-fast-x-0-230-0-345-crop.jpg,142,5/22/2023
Elemental,2023.0,Peter Sohn,"Comedy,Romance,Animation,Fantasy,Family","Leah Lewis,Mamoudou Athie,Ronnie del Carmen,Shila Ommi,Wendi McLendon-Covey,Catherine O'Hara,Mason Wertheimer,Ronobir Lahiri,Wilma Bonet,Joe Pera,Matthew Yang King,Clara Lin Ding,Reagan To,Jeff Lapensee,Ben Morris,Alex Kapp,P.L. Brown,Jonathan Adams",3.31,USA,339034,2022/05/17,https://a.ltrbxd.com/resized/film-poster/8/7/8/8/5/4/878854-elemental-0-230-0-345-crop.jpg,102,7/15/2023
Indiana Jones and the Dial of Destiny,2023.0,James Mangold,"Action,Adventure","Harrison Ford,Phoebe Waller-Bridge,Mads Mikkelsen,Boyd Holbrook,Olivier Richters,Ethann Isidore,Toby Jones,Antonio Banderas,Karen Allen,John Rhys-Davies,Shaunette Renée Wilson,Thomas Kretschmann,Martin McDougall,Alaa Safi,Francis Chapman,Alfonso Rosario Mandia,Chase Brown,Nasser Memarzia,Amedeo Bianchimano,Anna Francolini,Gabby Wong,Adolfo Margiotta,Niccolo Cancellieri,Antonio Iorio,Manuel Klein,Holly Lawton,Guy Paul,Harriet Slater,Alton Fitzgerald White,Ian Porter,Daniel Anderson,Cory Peterson,Charles Hagerty,Ali Saleh,Amara Khan,Jill Winternitz,Billy Postlethwaite,Clara Greco,Joe Gallina,Nicholas Bendall,Thulani Storm,Edoardo Strano,Angelo Spagnoletti,Hicham Ouaraqa,Adil Louchgui,David Mills,Rhyanna Alexander-Davis,Gary Fannin,Gunnar Cauthery,Aron von Andrian,Nikola Trifunovic,Henry Garrett,Elena Saurel,Mike Massa,Anthony Ingruber,Christian Sacha Mehja-Stokes,Angus Yellowlees,Matthew Staite,Corrado Invernizzi,Joerg Stadler,Thorston Manderlay,Basil Eidenbenz,Johann Heske,Joshua Broadstone,Bruce Lester-Johnson,Martin Sherman,Allon Sylvain,William Meredith,Kate Doherty,Duran Fulton Brown,Eliza Mae Kyffin,Mauro Cardinali,Mark Killeen,Bharat Doshi,Aïssam Bouali,Douglas Robson,Mohammed R. Kamel,Bryony Miller,Tiwa Lade,Brodie Husband,Hannah Onslow",3.0,USA,270966,2015/04/19,https://a.ltrbxd.com/resized/film-poster/2/6/5/4/3/3/265433-indiana-jones-and-the-dial-of-destiny-0-230-0-345-crop.jpg,155,7/15/2023
Mission: Impossible \u2013 Dead Reckoning Part One,2023.0,Christopher McQuarrie,"Action,Thriller","Tom Cruise,Hayley Atwell,Ving Rhames,Simon Pegg,Rebecca Ferguson,Vanessa Kirby,Esai Morales,Pom Klementieff,Henry Czerny,Shea Whigham,Greg Tarzan Davis,Frederick Schmidt,Mariela Garriga,Cary Elwes,Charles Parnell,Mark Gatiss,Indira Varma,Rob Delaney,Marcello Walton,Brian Law,Lincoln Conway,Alex James-Phelps,Marcin Dorociński,Ivan Ivashkin,Zahari Baharov,Adrian Bouchet,Sam Barrett,Louis Vaughan,Jean Kartal,Os Leanse,Luke Smith,Nikolaos Brahimllari,Matt Malecki,Damian Rozanek,Antonio Bustorff,Ioachim Ciobanu,Michael Kosterin,Sergej Lopouchanski,Robert Luckay,Jadran Malkovich,Mikhail Safronov,Christopher Sciueref,Andrea Scarduzio,Barnaby Kay,Gloria Obianyo,Alex Brock,Kaye Dinauto,Dana Blacklake,Arevinth V Sarma,Doroteya Toleva,Lucia Tong,Hersha Verity,Yennis Cheung,Laura Vortler,Faycal Attougui,Gaetano Bruno,Marco Sincini,Evita Ciri,Melissa Anna Bartolini,John Akanmu,Marco Lascari,Simon Rizzoni,Nicolas Wang,Lee Bridgman,Daniella Carraturo,Katie Collins,Joanna Dyce,Taylor Goodridge,Jessica Holland,Philip Hulford,Grace Jabbari,Ira Mandela Siobhan,Nicholas Tredrea,Megan Westpfel,Marc Wesley DeHaney,Rocky Taylor",3.8,USA,351421,2019/01/15,https://a.ltrbxd.com/resized/film-poster/5/0/3/4/0/2/503402-mission-impossible-dead-reckoning-part-one-0-230-0-345-crop.jpg,164,7/15/2023
Seeking a Friend for the End of the World,2012.0,Lorene Scafaria,"Comedy,Adventure,Drama,Romance","Steve Carell,Keira Knightley,Connie Britton,Rob Corddry,Adam Brody,Derek Luke,Martin Sheen,Melanie Lynskey,Nancy Carell,William Petersen,Gillian Jacobs,T.J. Miller,Patton Oswalt,Bob Stephenson,Brad Morris,Mark Moses,Roger Aaron Brown,Rob Huebel,Trisha Gorman,Tonita Castro,Leslie Murphy,Kasey Campbell,Vince Grant,Amy Schumer,Marshall Manesh,Aleister,Rene Gube,Jim O'Heir,Daniel Maurio,Matthew Alan Brady,Tony Brown,Lauren Crawford,Laura Mann,Prestin Persson,Lauren K. Solomon,Chris Spinelli,Hannah Victoria Stock",3.28,USA,60197,2012/02/09,https://a.ltrbxd.com/resized/sm/upload/8t/oe/ws/xp/k0GuGDV24a7NcSgnu1EywKovPcr-0-230-0-345-crop.jpg,101,8/26/2023
You Won't Be Alone,2022.0,Goran Stolevski,"Drama,Horror","Sara Klimoska,Anamaria Marinca,Alice Englert,Félix Maritaud,Carloto Cotta,Noomi Rapace,Irena Ristić,Kamka Tocinovski,Leontina Bainović,Anastasija Karanovich,Sofija Jeremić,Daniel Kovačević,Šenka Kolozova,Jelena Velkovski,Verica Nedeska,Nikola Marković,Miloš Pantić",3.59,"Australia,Serbia,UK",23041,2021/10/10,https://a.ltrbxd.com/resized/film-poster/7/9/4/0/6/3/794063-you-won-t-be-alone-0-230-0-345-crop.jpg,109,8/26/2023
Beyond the Infinite Two Minutes,2020.0,Junta Yamaguchi,"Comedy,Science Fiction","Kazunari Tosa,Aki Asakura,Riko Fujitani,Gota Ishida,Masashi Suwa,Yoshifumi Sakai,Haruki Nakagawa,Takashi Sumita,Munenori Nagano,Chikara Honda",3.89,Japan,29244,2021/03/14,https://a.ltrbxd.com/resized/film-poster/7/2/2/6/4/3/722643-beyond-the-infinite-two-minutes-0-230-0-345-crop.jpg,71,8/27/2023
