Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
How the Grinch Stole Christmas,2000.0,Ron Howard,"Family,Comedy,Fantasy","Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin,Molly Shannon,Clint Howard,Josh Ryan Evans,Mindy Sterling,Bryce Dallas Howard,Lacey Kohl,Rachel Winfree,Rance Howard,Jeremy Howard,T.J. Thyne,Nadja Pionilla,Jim Meskimen,Michael Dahlen,David Costabile,Mary Stein,James Ritz,Deep Roy,Jessica Sara,Mason Lucero,Ben Bookbinder,Michaela Gallo,Landry Allbright,Reid Kirchenbauer,Rebecca Chace,Suzanne Krull,Steve Kehela,Lillias White,Rain Pryor,John Alexander,Kevin Isola,Gavin Grazer,Walter Franks,Verne Troyer,Clayton Martinez,Q'orianka Kilcher,Caroline Williams,John Short,Grainger Esch,Eva Burkley,Rick Baker,Bill Sturgeon,Mark Setrakian,Jurgen Heimann,Tim Blaney,Charles Croughwell,Frank Welker,Anthony Hopkins",3.35,"Germany,USA",360463,2011/06/21,https://a.ltrbxd.com/resized/film-poster/4/7/5/5/3/47553-the-grinch-0-230-0-345-crop.jpg,104,11/15/2021
"Me, Myself & Irene",2000.0,Bobby Farrelly,Comedy,"Jim Carrey,Renée Zellweger,Anthony Anderson,Robert Forster,Richard Jenkins,Zen Gesner,Mongo Brownlee,Jerod Mixon,Chris Cooper,Cam Neely,Shannon Whirry,Traylor Howard,Tony Cox,Rob Moran,Nikki Tyler-Flynn,Steve Tyler,Richard Tyson,Michael Bowman,Mike Cerrone,Daniel Greene,Andrew Phillips,Jeremy Maleek Leggett,Justin Chandler,Steve Sweeney,Lenny Clarke,Herbie Flynn,Heather Hodder,Tracey Abbott,Jackie Flynn,Googy Gress,Joey McGilberry,Sean Gildea,Anna Kournikova,Bob Mone,Danny Murphy,Brian Hayes Currie,Mark Leahy,Kevin J. Flynn,Conrad Goode,John Mark Andrade,Scott T. Neely,Jerry Parker,Heather Dyson,Christine DiCarlo,Mark Levine,John-Eliot Jordan,Bob Weeks,Ezra Buzzington,Will Coogan,Rex Allen Jr.,Lin Shaye,Leslie Munroe,Harley Brown Sr.,Ray 'Rocket' Valliere,Nancy Byers,Melinda Farrelly,Christal Handy,Rudy Cheeks,Preston Thomas,Libby Langdon,Gigi Moran,Pete Peterson,J.B. Rogers,Kate Forster,Scott Rosenberg,Mark Ciardi,A.B. Cassidy,Carolyn Molloy,Natassia Malthe,Jeanne Basone,Brendan Shanahan,Kevin Biegel,Matt Irwin,Ernie Malik",3.03,USA,74468,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/az/sw/1h/jc/zbPNk5nR6kgG4hvW8j1pwyjiYPY-0-230-0-345-crop.jpg,116,11/15/2021
The Darjeeling Limited,2007.0,Wes Anderson,"Comedy,Adventure,Drama","Owen Wilson,Adrien Brody,Jason Schwartzman,Amara Karan,Wallace Wolodarsky,Waris Ahluwalia,Irrfan Khan,Barbet Schroeder,Camilla Rutherford,Bill Murray,Anjelica Huston,Natalie Portman,Kumar Pallana,Dalpat Singh,A. P. Singh,Trudy Mathis,Margot Gödrös,Hitesh Sindi,Kishen Lal,Bhawani Sankar,Mukhtiar Bhai,Suraj Kumar,Kapil Dubey",3.79,USA,296630,2011/06/22,https://a.ltrbxd.com/resized/film-poster/4/9/2/6/8/49268-the-darjeeling-limited-0-230-0-345-crop.jpg,92,12/14/2021
Brothers,2009.0,Jim Sheridan,"Drama,War,Thriller","Tobey Maguire,Jake Gyllenhaal,Natalie Portman,Sam Shepard,Mare Winningham,Bailee Madison,Taylor Geare,Patrick John Flueger,Clifton Collins Jr.,Carey Mulligan,Omid Abtahi,Navid Negahban,Ethan Suplee,Arron Shiver,Ray Prewitt,Rebekah Wiggins,Carrie Fleming,Jenny Wade,Sheila Ivy Traister,Chad Brummett,Jason E. Hill,Kevin Wiggins,Yousuf Azami,James D. Dever,Kevin Adkins,Johnnie Hector,Jeremiah Bitsui,Bill Allen,Benjamin D. Baldwin,Richard Wade,Luce Rains,Enayat Delawary,Rick La Monda,Paul Ramos,Shawn Bryant,Oscar Mejia,David Bachelor,Zachary Grand,Michael-David Aragon,Iris Dunbar,J.D. Marmion,Robert Mitchell,Collin D. Barry,Janet Sanford,Casey Sanford,Gary Moore,Eric Steinig,Colleen Frye,James Duffy,David Manzanares,Michael Castellano,Carol A. Salazar,Wendell Sweet",3.38,USA,92065,2011/06/22,https://a.ltrbxd.com/resized/film-poster/4/8/0/3/1/48031-brothers-0-230-0-345-crop.jpg,105,12/14/2021
Boogie Nights,1997.0,Paul Thomas Anderson,Drama,"Mark Wahlberg,Burt Reynolds,Julianne Moore,John C. Reilly,Heather Graham,Don Cheadle,Philip Seymour Hoffman,Nicole Ari Parker,William H. Macy,Robert Ridgely,Melora Walters,Thomas Jane,Ricky Jay,Luis Guzmán,Jack Wallace,Michael Jace,Philip Baker Hall,Alfred Molina,Nina Hartley,Joanna Gleason,Kai Lennox,Jonathan Quint,John Doe,Rico Bueno,Samson Barkhordarian,Brad Braeden,Lawrence Hudd,Michael Stein,Stanley DeSantis,Patricia Forte,Laurel Holloman,Jason Andrews,Little Cinderella,Greg Lauren,Tom Dorfmeister,Jake Cross,Selwyn Emerson Miller,Jamielyn Lippman,Missy Spell Tanner,Raymond Laboriel,Jon Brion,Brian Kehew,Robin Sharp,Audrey Wiechman,Tim Soronen,Alexander D. Slanger,Tom Lenk,Lexi Leigh,Laura Gronewold,Vernon Guichard II,Tony Tedeschi,Leslie Redden,Gregory T. Daniel,Michael Penn,Don Amendolia,Summer Cummings,Skye Blue,Robert Downey Sr.,Veronica Hart,Jack Riley,Channon Roe,Mike Gunther,Michael Raye Smith,Michael S. Stencil,Dustin Courtney,Allan Graf,Jose Chaidez,B. Philly Johnson,Joe G.M. Chan,Goliath,Israel Juarbe,George Anthony Rae,Eric Winzenried,Sharon Ferrol-Young,Anne Fletcher,Scott Fowler,Melanie A. Gage,Eddie Garcia,Sebastian La Cause,Lance MacDonald,Diane Mizota,Nathan Prevost,Lisa Ratzin,Dee Dee Weathers,Darrel W. Wright,Michael Ballhaus,Greg Bronson,Grace Bustos,Jorga Caye,Tyrone D. Dixon,Theo Mayes,Coleman McClary,Arnold Montey,Jami Philbrick,Sal Sodano,Aaron Stielstra,Misty Tamburelli,Sean Welch",4.22,USA,324031,2011/06/22,https://a.ltrbxd.com/resized/film-poster/4/9/0/0/7/49007-boogie-nights-0-230-0-345-crop.jpg,156,12/16/2021
The Adventures of Sharkboy and Lavagirl,2005.0,Robert Rodriguez,"Family,Science Fiction,Adventure","Taylor Lautner,Taylor Dooley,Cayden Boyd,David Arquette,Kristin Davis,Jacob Davich,Sasha Pieterse,George Lopez,Rico Torres,Marc Musso,Shane Graham,Tiger Darrow,Racer Rodriguez,Rebel Rodriguez,Rocket Rodriguez,Robert Rodriguez,Araceli González,Peyton Hayslip,Tania Haddad",2.42,USA,117619,2011/06/20,https://a.ltrbxd.com/resized/film-poster/4/3/2/7/2/43272-the-adventures-of-sharkboy-and-lavagirl-0-230-0-345-crop.jpg,92,12/16/2021
Journey 2: The Mysterious Island,2012.0,Brad Peyton,"Adventure,Science Fiction,Action","Dwayne Johnson,Josh Hutcherson,Michael Caine,Vanessa Hudgens,Luis Guzmán,Kristin Davis,Anna Colwell,Stephen Caudill,Branscombe Richmond,Walter Bankson,Cody Easterbrook,Paul Leo Klink",2.39,USA,66597,2011/08/31,https://a.ltrbxd.com/resized/sm/upload/w6/w1/s7/ma/xErNH2c27M07BE31z4JXmNtdL5M-0-230-0-345-crop.jpg,94,12/16/2021
The Space Between Us,2017.0,Peter Chelsom,"Science Fiction,Romance,Adventure,Drama","Asa Butterfield,Britt Robertson,Carla Gugino,Gary Oldman,Janet Montgomery,David House,Sarah Minnich,John-Paul Howard,BD Wong,Mia Stallard,Trey Tucker,Lora Martinez-Cunningham,Lauren Myers,Bernardo P. Saracino,Kristen Rakes,Luce Rains,Jenny Gabrielle,Scott Takeda,Beth Bailey,Colin Egglesfield,William Sterchi,Peter Chelsom,Morse Bicknell,Stafford Douglas,Adande 'Swoozie' Thorne,Jacob Browne,Esodie Geiger,David Devereaux,Aurora Antonio,Eli Goodman,Ryan Jason Cook,Frank Powers,Drago Sumonja,Nate Warren,Zacciah Hanson,Jesse Romero,Tim Janis,Travis Armstrong,Gil Birmingham,Ramona King,Eb Lottimer,Cesar Miramontes,Bruce McIntosh,Anthony Jarvis,Shad Adair,Nathaniel Augustson,Danny Winn,Edsel Pete,Marika Day,Jamie H. Jung,Heather Bash,Shawn Lecrone,Johnny Palomarez Jr.,Lluvia Almanza,Thomas Kemp,Alma Sisneros,Brian Barela,Jon Erik Castro,Lorraine Sanchez,Logan Paul",2.67,"China,USA",32096,2015/10/30,https://a.ltrbxd.com/resized/film-poster/3/0/1/7/5/7/301757-the-space-between-us-0-230-0-345-crop.jpg,121,12/16/2021
Only the Brave,2017.0,Joseph Kosinski,"Drama,Action","Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,James Badge Dale,Taylor Kitsch,Alex Russell,Andie MacDowell,Geoff Stults,Thad Luckinbill,Ben Hardy,Scott Haze,Jake Picking,Scott Foxx,Dylan Kenin,Ryan Michael Busch,Kenneth Miller,Ryan Jason Cook,Brandon Bunch,Michael L. McNulty,Nicholas Jenks,Sam Quinn,Natalie Hall,Howard Ferguson Jr.,Rachel Singer,Ralph Alderman,Jenny Gabrielle,Brytnee Ratledge,Pell James,Lora Martinez-Cunningham,Jade Kammerman,Raleigh Cain,Matt Nolan,Lulu Jovovich,Matthew Van Wettering,Forrest Fyre,Josh Hopkins,Nicholas Liam King,Orion Pontes,Barbie Robertson,Staci Robbins,Lauren Myers,Michael Menchel,Kevin Wiggins,John Trejo,Travis Armstrong,Austin Dennis,Jermaine Washington,Keith Jardine,Andres Segura,Casey Messer,Sarah Minnich,Duane Steinbrink,Donn Pease,Jim Dunham,Bob Wood,Jesus Cris Acosta",3.75,USA,36067,2016/05/04,https://a.ltrbxd.com/resized/film-poster/3/3/0/3/6/4/330364-only-the-brave-0-230-0-345-crop.jpg,133,12/16/2021
Those Who Wish Me Dead,2021.0,Taylor Sheridan,"Thriller,Action","Angelina Jolie,Finn Little,Jon Bernthal,Nicholas Hoult,Aidan Gillen,Jake Weber,Medina Senghore,Tyler Perry,Boots Southerland,Tory Kittles,James Jordan,Lora Martinez-Cunningham,Howard Ferguson Jr.,Ryan Jason Cook,Laura Niemi,Dylan Kenin,Faith Lynch,Alexander Wagenman,Mason Howell,Calvin Olson,Tessa Jo Mentus Darlington,Keith Meriweather,John Trejo,Sofia Embid,Mary Fenton,Lauren Potter,Jesus Cris Acosta,Jacob Browne,David Hight,Stephanie Hill,Matt Medrano,Alma Sisneros",2.73,"Canada,USA",63608,2019/01/29,https://a.ltrbxd.com/resized/film-poster/5/0/6/7/2/9/506729-those-who-wish-me-dead-0-230-0-345-crop.jpg,100,12/16/2021
Finch,2021.0,Miguel Sapochnik,"Science Fiction,Adventure,Drama","Tom Hanks,Caleb Landry Jones,Oscar Avila,Lora Martinez-Cunningham,Marie Wagenman,Emily Jones",3.37,"India,USA",45092,2018/05/05,https://a.ltrbxd.com/resized/film-poster/4/5/1/9/0/2/451902-finch-0-230-0-345-crop.jpg,115,12/16/2021
"Three Billboards Outside Ebbing, Missouri",2017.0,Martin McDonagh,"Crime,Drama","Frances McDormand,Woody Harrelson,Sam Rockwell,Lucas Hedges,Abbie Cornish,Caleb Landry Jones,Peter Dinklage,John Hawkes,Samara Weaving,Zeljko Ivanek,Clarke Peters,Amanda Warren,Kerry Condon,Darrell Britt-Gibson,Kathryn Newton,Sandy Martin,Riya May Atwood,Selah Atwood,Malaya Rivera Drew,Christopher Berry,Jerry Winsett,Brendan Sexton III,Alejandro Barrios,Jason Ledford,Gregory Nassif St. John,Allyssa Barley,William J. Harrison,Eleanor Threatt,Michael Aaron Milligan,Nick Searcy",4.02,"UK,USA",525994,2015/09/16,https://a.ltrbxd.com/resized/film-poster/2/9/1/6/1/0/291610-three-billboards-outside-ebbing-missouri-0-230-0-345-crop.jpg,115,12/20/2021
The Matrix Resurrections,2021.0,Lana Wachowski,"Adventure,Science Fiction,Action","Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff,Jessica Henwick,Neil Patrick Harris,Jada Pinkett Smith,Priyanka Chopra Jonas,Christina Ricci,Lambert Wilson,Andrew Lewis Caldwell,Toby Onwumere,Max Riemelt,Joshua Grothe,Brian J. Smith,Eréndira Ibarra,Michael X. Sommers,L. Trey Wilson,Mumbi Maina,Max Mauff,Purab Kohli,Freema Agyeman,Sabrina Strehl,Andrew Rothney,Cooper Rivers,Esther Silex,Frank Isom,Leo Sheng,Telma Hopkins,John Gaeta,Donald Mustard,Kim Libreri,Joe Mazza,Chad Stahelski,Julian Grey,Gaige Chaturantabut,Tiger Hu Chen,Volkhart Buff,Amadei Weiland,Stephen Dunlevy,Ellen Hollman,Ian Pirie,Nicolas de Pruyssenaere,Felix Quinton,Aaron Pina,Dani Swan,London Breed,Steven Roy,Mercy Malick,Juval Dieziger,James McTeigue,Sarah McTeigue,William W. Barbour,Kenny Beers,Thomas Dalby,James D. Weston II",2.76,"Canada,Germany,USA",309158,2019/08/21,https://a.ltrbxd.com/resized/sm/upload/hx/bm/p0/ov/matrix-0-230-0-345-crop.jpg,147,12/23/2021
House of Gucci,2021.0,Ridley Scott,"Drama,Crime,History","Lady Gaga,Adam Driver,Al Pacino,Jeremy Irons,Jared Leto,Jack Huston,Salma Hayek Pinault,Alexia Murray,Vincent Riotta,Gaetano Bruno,Camille Cottin,Youssef Kerkour,Reeve Carney,Florence Andrews,Mehdi Nebbou,Miloud Mourad Benamara,Andrea Piedimonte Bodini,Vincenzo Tanassi,Mauro Lamantia,Nicole Bani Sarkute,Mia McGovern Zaini,Clelia Rossi Marcelli,Pietro Ragusa,Alessandro Pess,Al Mariotti,Monica Nappo,Alessandro Piavani,Marina Occhionero,Pierpaolo Palladino,Jun Ichikawa,Daphne Morelli,Mãdãlina Ghenea,Gjergj Lala,Alessandra Borgia,Havana Alfarano,Philippe Boa,Ira Fronten,Marika De Chiara,Antonello Annunziata,Edouard Philipponnat,Nicola Garofalo,Daniele De Martino,Beatrice Pelliccia,Beppe Rosso,Jay Natelle,Johanna Santos,Larry Kapust,Livio Beshir,Pietro Pace,Bianca Nappi,Paolo De Giorgio,Mario Opinato,Gianpiero Pumo,Stefano Moretti,Catherine Walker,Martino Palmisano,Eva Moore,Filippo De Carli,Marco Sincini,Daniele Monterosi,Daniela Macaluso,Alfredo Pea,Dirk Plönissen,Mimmo Mancini,Eric Alexander,Beniamino Marcone,Simone Spinazzè,Fausto Caroli,Bruce McGuire,Loris Loddi,Luca Chikovani,Alessandro Egger,Roger Garth,Andrea Bruschi,Dante Alba",2.92,"Canada,UK,USA",313719,2019/11/02,https://a.ltrbxd.com/resized/film-poster/5/7/0/1/9/3/570193-house-of-gucci-0-230-0-345-crop.jpg,158,12/23/2021
Persona,1966.0,Ingmar Bergman,Drama,"Bibi Andersson,Liv Ullmann,Margaretha Krook,Gunnar Björnstrand,Jörgen Lindström",4.42,Sweden,210743,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/5/51355-persona-0-230-0-345-crop.jpg,83,12/29/2021
Oz the Great and Powerful,2013.0,Sam Raimi,"Fantasy,Family,Adventure","James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff,Bill Cobbs,Joey King,Tony Cox,Stephen R. Hart,Abigail Spencer,Bruce Campbell,Ted Raimi,Tim Holmes,Toni Wynne,Rob Crites,William Dick,Gene Jones,John Lord Booth III,Suzanne Keilly,Shannon Murray,Ralph Lister,John Manfredi,Robert Stromberg,Channing Pierce,Brian Searle,Russell Bobbitt,Julie Gershenson,Dan Nelson,T.J. Jagodowski,John Paxton,Melissa Exelberth,Steve Forbes,Arnold Agee,Deborah Puette,Julius Kline III,Theresa Tilly,Betsy Baker,Ellen Sandweiss,Bella Shepard,Sasha Kida Reynolds,Ja'Vonne Cousins,Victoria Lurz,Dashiell Raimi,Oliver Raimi,Brandon Hamilton,Stevie Lee,Martin Klebba,Danielle Ragland,Bart McCarthy,Timothy Patrick Quill,Nicholas Lindsay-Abaire,Bill E. Rogers,Dan Hicks,Mia Serafino,Lanika Wise,Mikayla Bouchard,Nellie Ann Prestine-Lowery,Emma Raimi,Jayne Violassi,Jay Schwalm,Wendy Cutler,James Bird,Kenneth D. Ciszewski,Chester F. Guilmet,Robert Buck,Jim Moll,Phillip Huber,Bernie Allemon,Dan Cota,Dale Drew,Spencer Frost,Jon Overgaauw,Eduardo Piedra,Eric Potts,Jordan Rafael,Adam Romano,David Spradlin,Mani Love,Michael Witous,Christophe Zajac-Denek,Chidi Ajufo,Talia Akiva,Apollo Bacala,Kelly Bacon,Cameron Barnett,Robert T. Barrett,Colin Bryant,Ron Causey,Grady Chambless,Lee Christian,Michael Clossin,Neil Ellice,John C. Epperson,Mike Estes,Jessee Foudray,Logan Fry,Nesti Gee,Derrick Gilliam,Ryan Groves,Brice Harris,Niki Haze,Ron Heisler,Dennis Kleinsmith,Doug Kolbicz,Kef Lee,Davy J. Marr,Julia Metas,Bob Jay Mills,Reza Mir,Jessica Nichole,Jor él Quinn,Gene Richards,Ari Rufino,Keith Schloemp,David Schwager,Ashley Siloac,Amy Sutherland,Eric Adam Swenson,Kevin Thompson,David Waldman,Filip Watermann,Matt Weinglass,Otis Winston",2.53,USA,111711,2011/07/11,https://a.ltrbxd.com/resized/sm/upload/qy/p9/4u/s4/xRVaqfzfEZvqdsY5YamiFP6w2Zh-0-230-0-345-crop.jpg,130,12/29/2021
Youth,2015.0,Paolo Sorrentino,"Drama,Comedy","Michael Caine,Harvey Keitel,Rachel Weisz,Paul Dano,Jane Fonda,Mark Kozelek,Robert Seethaler,Alex MacQueen,Luna Mijović,Tom Lipinski,Chloe Pirrie,Alex Beckett,Nate Dern,Mark Gessner,Paloma Faith,Ed Stoppard,Sonia Gessner,Mãdãlina Ghenea,Gabriela Belisario,Ian Attard,Adam Jackson-Smith,Dorji Wangchuk,Loredana Cannata,Vincent Wolterbeek,Wolfgang Michael,Cornelia Marxer,Heidi Maria Glössner,Helmut Förnbacher,Emilia Jones,Alessandro Soriano,Maria Letizia Gorga,Leo Artin,Attilio Zampieri,Aldo Ralli,Alexander Seibt,Kaspar Weiss,Sarah Amitrano,Portia Reiners,Poppy Corby-Tuech,Leoni Stäubli,Alice Bauer,Anabel Kutay,Paulina Jürgens,Beatrice Walker,Veronika Dash,Rebecca Calder,Eugenia Caruso,Elizabeth Kinnear,Josie Taylor,Melinda Bokor,Jasmin Barbara Mairhofer,Céline Peruzzo,Bleta Jahaj,Lydia Rattei,Ashley Bryant,Beatrice Curnew,Tatiana Luter,Valentina Vujović,Julia Danuser,Svenja Hässig,Lola Tobelem,Dominique Leidner,Anna Marie Cseh,Daniela Bolliger,Aleksandra Lazarevic,Felicitas Heyerick,Carolina Carlsson,Pascal Fleury,Viktoria Mullova,Sumi Jo,Roly Serrano,Laura De Marchi",3.69,"France,Italy,Switzerland,UK",52884,2014/12/13,https://a.ltrbxd.com/resized/film-poster/2/3/7/6/0/8/237608-youth-0-230-0-345-crop.jpg,125,12/29/2021
Disobedience,2017.0,Sebastián Lelio,"Drama,Romance","Rachel Weisz,Rachel McAdams,Alessandro Nivola,Allan Corduner,Anton Lesser,Nicholas Woodeson,David Fleeshman,Steve Furst,Trevor Allan Davies,Sophia Brown,Anthony Dowding,Bernice Stegers,Clara Francis,Lia Cohen,Cara Horgan,Orlando Brooke,Dominic Applewhite,Omri Rose,Liza Sadovy,Ruth Lass,Alexis Zegerman,Benjamin Tuttlebee,Mark Stobbart,Rose Walker,Caroline Gruber,Eliot Alderman,Adrian Alexander,Joseph Thompson,Gabriel Gottlieb,Aaron Isaac,Julian Sander,Jason Blair,Moshe Caplan,Eliot Berman,Adam Lazarus,Dave Simon",3.49,"USA,UK,Ireland",72256,2016/10/07,https://a.ltrbxd.com/resized/film-poster/3/5/3/5/2/2/353522-disobedience-0-230-0-345-crop.jpg,114,12/29/2021
The Voyeurs,2021.0,Michael Mohan,Thriller,"Sydney Sweeney,Justice Smith,Ben Hardy,Natasha Liu Bordizzo,Katharine King So,Cameo Adele,Jean Yoon,Cait Alexander,Blessing Adedijo,Bianca Blizzard,Sandrine Bergeron,Emily Shelton,Ryo Hayashida,Inka Malovic,Jillian Harris,Madeline Harvey,Abdul Ayoola,Derek Johns,André-Luc Tessier,Noah Parker,Elisabeth Etienne,Stephanie White Lamothe,Charlotte Poitras,Rhiannon Moller-Trotter,Lou-Gabrielle Vaugeois,Alexandra Petrachuk,Caitlyn Sponheimer,Marie Westbrook",2.64,USA,62695,2019/11/07,https://a.ltrbxd.com/resized/film-poster/5/7/1/7/5/3/571753-the-voyeurs-0-230-0-345-crop.jpg,117,12/29/2021
Silence,2016.0,Martin Scorsese,"History,Drama","Andrew Garfield,Adam Driver,Liam Neeson,Tadanobu Asano,Ciarán Hinds,Issey Ogata,Shinya Tsukamoto,Yoshi Oida,Yosuke Kubozuka,Kaoru Endô,Diego Calderón,Rafael Kading,Matthew Blake,Benoit Masse,Tetsuya Igawa,Shi Liang,Panta,Takuya Matsunaga,Miho Harita,Hairi Katagiri,Masayuki Yamada,Michié,Hiroko Isayama,Yutaka Mishima,Yasunari Takeshima,Yuri Ishizaka,Ryo Sato,Ruo Satô,Yoriko Doguchi,Kisetsu Fujiwara,Yasushi Takahashi,Sanjuro Kobayashi,Mangorô Satô,Keiko Morikawa,Jin Maki,Naoto Yokouchi,Kansai Eto,Shun Sugata,Kazuhiko Ozaki,Nana Komatsu,Ryo Kase,Fumitaka Terai,Hako Ohshima,Hideki Nishioka,Takahiro Fujita,Senmaru,Ryô Fujiwara,Nobuaki Fukuda,Munetaka Aoki,SABU,Tetsu Watanabe,Exile Akira,Shunya Tajima,Ryuki Kitaoka,Hiroki Noguchi,Katsuo Nakamura,Yoshihiro Takayama,Shoji Miyata,Noriwo Mitsuda,Ayumu Saito,Béla Baptiste,Asuka Kurosawa,Motokatsu Suzuki,Yasushi Takada,Ten Miyazawa",3.94,"Mexico,Taiwan,USA",151695,2011/07/11,https://a.ltrbxd.com/resized/film-poster/5/2/5/0/4/52504-silence-0-230-0-345-crop.jpg,161,1/8/2022
The Lost Daughter,2021.0,Maggie Gyllenhaal,Drama,"Olivia Colman,Jessie Buckley,Dakota Johnson,Ed Harris,Paul Mescal,Peter Sarsgaard,Dagmara Domińczyk,Jack Farthing,Alba Rohrwacher,Oliver Jackson-Cohen,Panos Koronis,Robyn Elwell,Ellie Mae Blake,Alexandros Mylonas,Nikos Poursanidis,Athena Martin Anderson,Spyros Maragoudakis,Konstantinos Samaa,Emmanouela Zacharopoulou,Alma Stansil,Daniela Babek,Ellie James,Isabelle Della-Porta,Vassilis Koukalani",3.51,"Greece,UK,USA",192144,2018/10/16,https://a.ltrbxd.com/resized/film-poster/4/8/3/0/0/8/483008-the-lost-daughter-0-230-0-345-crop.jpg,122,1/8/2022
The Green Knight,2021.0,David Lowery,"Adventure,Fantasy,Drama","Dev Patel,Alicia Vikander,Joel Edgerton,Sarita Choudhury,Sean Harris,Kate Dickie,Barry Keoghan,Erin Kellyman,Ralph Ineson,Emilie Hetland,Anthony Morris,Megan Tiernan,Helena Browne,Brendan Conroy,Chris McHallem,Atheena Frizzell,Donncha Crowley,Anaïs Rizzo,Joe Anderson,Nita Mishra,Tara Mae,Sam Uppal Lynch,Adam Karim,Ruth Patel,Rose Patel,Emmet O'Brien,Andrea Deaskovic,Aoibheann Garry,Isabel Friosi,Hannah Sjoden,Lucy Waters,Melinda Dempsey,Rachel Quinn,Ethan Dillion,Aaron Edo,Youssef Quinn,Patrick Duffy,Janet Grene,Tyrone Kearns,Tom Leavey,Noelle Brown",3.7,"Canada,Ireland,UK,USA",349432,2018/11/07,https://a.ltrbxd.com/resized/film-poster/4/8/8/3/9/9/488399-the-green-knight-0-230-0-345-crop.jpg,130,1/8/2022
The Medium,2021.0,Banjong Pisanthanakun,"Thriller,Horror","Narilya Gulmongkolpech,Sawanee Utoomma,Sirani Yankittikan,Yasaka Chaisorn,Boonsong Nakphoo,Arunee Wattana,Thanutphon Boonsang,Pakapol Srirongmuang,Akkaradech Rattanawong,Chatchawat Sanveang,Yossawat Sittiwong,Arnon Losiripanya,Klangchon Chuekham,Sayan Phiwchan,Sakchai Yukhachen,Nuttapol Kummata,Sontaya Dermparakhon,Ronnasit Nilsu,Tanakrit Jaliablam,Chainarong Panchai,Puwadon Naosopa,Suphamit Worabut,Sornrasak Wiwasuk,Wassana Raphaban,Umpa Laokom,Poon Mitpakdee,Prapruttam Khumchat,Thongsom Kanlala,Arunrat Puknoi,Naruwan Deecharoen,Krittin Na Nakhon,Daorung Chaimool,Nan Muntee,Lunda Sanewong,Mai Wongsri,Hnurom Asurapong,Thongsun Kottha,Udom Nuncharern,Benchawan Somjit,Nuansri Sanewong,Lampoon Singyabud,Ruttima Maiteesawat,Sangkhom Charoenkun,Goppong Khunthreeya,Rattikan Kaewkunya,Sirapob Kwankaew,Thongsan Sakongsee,Met Sukbua,Amnuai Seetue,Panadda Unpeng,Kannika Suebsarakam,Konglar Kanchanahoti,Chan Sriburin,Seksit Thawichai,Artid Ponboon,Suwit Wiratkapant",3.36,"South Korea,Thailand",39757,2020/09/24,https://a.ltrbxd.com/resized/film-poster/6/6/7/4/6/9/667469-the-medium-0-230-0-345-crop.jpg,131,1/8/2022
Annette,2021.0,Leos Carax,"Romance,Drama","Adam Driver,Marion Cotillard,Simon Helberg,Devyn McDowell,Angèle,Natalia Lafourcade,Sinay Bavurhe,Franziska Grohmann,Rachel Mulowayi,Christiane Tchouhan,Iman Europe,Lauren Evans,Cindy Almouzni,Danielle Withers,Julia Bullock,Claron McFadden,Natalie Mendoza,Kiko Mizuhara,Noémie Schellens,Kanji Furutachi,Rila Fukushima,Laura Jansen,Eva van der Gucht,Bettina Meske,David E. Moore,John Paval,Lemuel Pitts,Colin Lainchbury-Brown,Wim Opbrouck,Kait Tenison,Rebecca Sjowall,Geoffrey Carey,Alberto Chromatico,Okon Ubanga Jones,Gabriela Leguizamo,Kamary Phillips,Aydogan Abay,Arvid Assarsson,Jeffrey Dowd,Rebecca Dyson-Smith,Graciela Maria,Clément Ducol,Richard McCowen,Michael Moore,Beatrice Reece,Eugene Stovall,Sarah Tsehaye,Fiora Cutler,Ron Mael,Russell Mael,Marina Bohlen,Elke Shari Van Den Broeck,Arina Yalaletdinova,Ella Leyers,Philippe Beyls,Amos Kaden Chea,Apollo Colligan,Sonny Dunlap,Yossi Guetta,James Larson,Adrian Tupas,Nastya Golubeva Carax,Ai Nishina,Ayano,Alex Casnoff,Patrick Kelly,Stevie Nistor,Eli Pearl,Evan Weiss,Ryan Parrish,Joe Berry,Emmi Joutsi,Leos Carax,Tyler Matteo,Kevin van Doorslaer,Verona Verbakel,Dominique Dauwe",3.38,"Belgium,France,Germany,Greece,Japan,Mexico,Switzerland",92066,2016/11/04,https://a.ltrbxd.com/resized/film-poster/3/5/7/8/2/6/357826-annette-0-230-0-345-crop.jpg,140,1/8/2022
